timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0.0,37.43523496601636,30.139390125037618,60.20054626327517,51.529908270555374,43.87513235537174,42.14989000345405,55.49134885311318,66.85173253011318,67.34509589939103,44.05089523329237,49.322810829748605,41.07548976453356,17.824873364617908,39.25704111813273
0.003906504329708966,54.34176042096326,108.01376091712567,61.95807943065224,62.88890093911188,55.998869998356845,63.148903021360894,69.74462973056194,73.93077042705923,85.33479181052718,67.11577891258716,69.26774064701179,55.082198157066166,40.634349749508054,56.62618867311929
0.007813008659417931,70.78988011886351,60.94829224907744,66.39251547953019,69.26996339463344,75.68169889041786,76.75132850846471,77.5356154487175,81.1554886008595,87.24828285748131,73.83778464711897,81.45389585375821,64.38815965566829,47.89502637855584,68.65533802506583
0.011719512989126896,81.28653698814843,75.87317292873473,77.96833224747233,74.47974476350537,80.88755720938046,85.11331863072056,91.29028133348066,80.05859316285243,97.89227480404095,85.82390563854878,86.66587595645224,72.21876983419864,51.588514374274595,73.00150579183318
0.015626017318835863,72.16382545005786,95.79014370003064,67.10668524028729,67.75656587358515,83.8916051336405,80.2200499795663,80.33714760978843,67.899804925299,67.40236145675958,81.68187691687761,66.20046076561185,65.73305350220481,61.75581991591002,86.11672414511811
0.01953252164854483,64.63651353486108,83.16590207402926,69.09779775901089,75.34296071537149,66.98454429506319,78.20003527144682,72.87674546077274,68.15763398026644,47.58967408072503,74.67066547351487,62.18083204891187,66.9601977027308,66.9536004137581,73.35374058119721
0.023439025978253793,62.87265859648616,73.94706293439937,54.1634985326766,58.92682510187071,61.384101658349024,64.75904807403309,54.76854568834479,52.17597714880626,56.562032286783136,61.58514681119425,52.31205110895968,51.0507443595707,62.52375988727408,66.6831294483029
0.02734553030796276,48.642794866795505,55.49306880315923,24.732577239617136,39.43415946546521,50.50859561103471,42.74841165274865,44.17630429655635,32.91264564357635,38.679205276114615,52.9819970167321,39.223575039618005,43.41856885455679,52.642668544998614,54.711929949745475
0.031252034637671726,29.048299753473593,46.154175426982874,29.81128707659279,34.080566912495264,37.52323020388778,38.14059361494714,18.851783437127995,19.456879919012444,12.340246307574343,37.9764705386691,28.184635781916093,25.840459448783818,53.96609686427689,44.26947129929843
0.03515853896738069,19.422734647854448,28.450671381307224,1.4524215582316495,11.264232381846861,29.147635373910337,17.610663460898763,20.070653496534234,5.9257082096968805,14.520846614124089,22.91911617303351,15.737799586068487,28.790716171501796,49.49976706063718,22.17299448617735
0.03906504329708966,1.0331702857054719,15.148568574338416,-3.7270398315113633,-1.19261899779959,12.030055968377404,1.8347657704585316,3.4284222940250606,-8.356646640528803,1.2069775978359027,8.650623670145666,2.9378851221976445,17.839247043581768,33.80427132841466,21.120926574879824
0.042971547626798626,-15.687769392344798,-8.857632256303916,-12.288126511513052,1.4660074524546127,6.056989401788566,1.0350015690535042,-4.512390882295339,-15.734636202712258,-14.573390589020663,2.4709610905923345,-0.06796409892103572,8.687782383750267,37.905430433331944,10.740607737956804
0.046878051956507585,-20.121104804250006,-12.427336904249163,-13.350307917000094,-19.28331047895039,5.24911056444623,-18.663711747783555,-15.949986938581338,-28.826524230060226,-24.341191477959768,-15.031060224871739,-18.480875154065348,6.789165899022423,25.342121758686975,1.098513358384797
0.05078455628621655,-26.193341817252346,-16.16139310400407,-18.077215055618417,-11.52091128353867,-13.164807324856353,-23.49672918027233,-24.648949838627136,-26.775889935808674,-22.59344070276807,-11.363448741945955,-24.97946078078931,-6.97845362633421,17.654017557437925,-12.216533263534817
0.05469106061592552,-35.3682611214334,-23.212649415898007,-10.02626629454628,-21.054000674114953,-21.451143980338834,-15.263158037803203,-16.341784403008372,-32.16003971690946,-27.155861145875306,-19.072180667695612,-25.59810194467152,-11.794898633261056,9.665887142173409,-13.742557503600311
